run,hidden_size,nlayers,dropout,embedding_size,alpha,max_rank,shuffle_labels,shuffle_input,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_norm,dev_norm,test_norm,train_rank,dev_rank,test_rank
0,776,0,0.15,768,0.0,1,False,False,0.8556,0.9151,0.9111,0.8279,0.8123,0.8115,427.1198,427.1198,427.1198,16.0000,16.0000,16.0000
1,433,2,0.27,768,0.0009765625,1,False,False,1.0866,1.1300,1.1349,0.8020,0.7872,0.7863,266.0551,266.0551,266.0551,16.0000,16.0000,16.0000
2,310,5,0.5,768,0.0011782270808598852,1,False,False,1.3963,1.4263,1.4362,0.7602,0.7483,0.7428,188.6874,188.6874,188.6874,16.0000,16.0000,16.0000
3,300,1,0.44,768,0.001421536311369323,1,False,False,1.3480,1.3792,1.3887,0.7694,0.7581,0.7522,194.2367,194.2367,194.2367,16.0000,16.0000,16.0000
4,1009,2,0.1,768,0.0017150900003645502,2,False,False,1.0333,1.0790,1.0835,0.8133,0.7995,0.7968,270.4677,270.4677,270.4677,16.0000,16.0000,16.0000
5,657,3,0.5,768,0.0020692638561704995,2,False,False,1.5165,1.5411,1.5519,0.7460,0.7352,0.7291,160.0951,160.0951,160.0951,16.0000,16.0000,16.0000
6,455,2,0.49,768,0.0024965762178914648,2,False,False,1.5470,1.5699,1.5809,0.7410,0.7310,0.7245,152.9324,152.9324,152.9324,16.0000,16.0000,16.0000
7,103,1,0.44,768,0.0030121305183748843,3,False,False,1.5356,1.5577,1.5687,0.7423,0.7348,0.7261,151.5344,151.5344,151.5344,16.0000,16.0000,16.0000
8,203,4,0.05,768,0.003634149117781824,3,False,False,1.2496,1.2815,1.2886,0.7817,0.7728,0.7667,197.7149,197.7149,197.7149,16.0000,16.0000,16.0000
9,150,4,0.02,768,0.004384617376208487,3,False,False,1.3385,1.3646,1.3736,0.7690,0.7613,0.7541,176.6479,176.6479,176.6479,16.0000,16.0000,16.0000
10,72,3,0.23,768,0.005290060730222237,4,False,False,1.6009,1.6145,1.6284,0.7323,0.7278,0.7177,132.2418,132.2418,132.2418,16.0000,16.0000,16.0000
11,467,3,0.31,768,0.006382482239223045,4,False,False,1.7940,1.8017,1.8163,0.6943,0.6897,0.6816,107.1698,107.1698,107.1698,16.0000,16.0000,16.0000
12,377,0,0.37,768,0.007700493739376462,4,False,False,1.9693,1.9732,1.9872,0.6600,0.6554,0.6495,88.0320,88.0320,88.0320,16.0000,16.0000,16.0000
13,436,2,0.25,768,0.009290680585958758,5,False,False,2.0344,2.0378,2.0501,0.6435,0.6372,0.6325,80.7456,80.7456,80.7456,16.0000,16.0000,16.0000
14,382,2,0.41000000000000003,768,0.011209248221179687,5,False,False,2.3208,2.3209,2.3325,0.6024,0.5919,0.5863,58.0157,58.0157,58.0157,16.0000,16.0000,16.0000
15,326,3,0.09,768,0.013524008765720979,5,False,False,2.3240,2.3290,2.3393,0.5934,0.5816,0.5775,56.5175,56.5175,56.5175,16.0000,16.0000,16.0000
16,326,2,0.02,768,0.01631677785042834,6,False,False,2.4920,2.4953,2.5066,0.5572,0.5421,0.5373,45.4975,45.4975,45.4975,16.0000,16.0000,16.0000
