run,hidden_size,nlayers,dropout,embedding_size,alpha,max_rank,shuffle_labels,shuffle_input,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_norm,dev_norm,test_norm,train_rank,dev_rank,test_rank
0,776,0,0.15,768,0.0,1,False,False,0.3054,0.3555,0.3565,0.9377,0.9269,0.9260,597.8228,597.8228,597.8228,16.0000,16.0000,16.0000
1,433,2,0.27,768,0.0009765625,1,False,False,0.4459,0.4920,0.4940,0.9227,0.9146,0.9118,354.1335,354.1335,354.1335,16.0000,16.0000,16.0000
2,310,5,0.5,768,0.0011782270808598852,1,False,False,0.5036,0.5491,0.5501,0.9152,0.9059,0.9032,319.3548,319.3548,319.3548,16.0000,16.0000,16.0000
3,300,1,0.44,768,0.001421536311369323,1,False,False,0.5168,0.5617,0.5640,0.9148,0.9056,0.9028,305.9701,305.9701,305.9701,16.0000,16.0000,16.0000
4,1009,2,0.1,768,0.0017150900003645502,2,False,False,0.5256,0.5702,0.5743,0.9170,0.9090,0.9042,295.7097,295.7097,295.7097,16.0000,16.0000,16.0000
5,657,3,0.5,768,0.0020692638561704995,2,False,False,0.6137,0.6571,0.6591,0.9064,0.8971,0.8949,260.7546,260.7546,260.7546,16.0000,16.0000,16.0000
6,455,2,0.49,768,0.0024965762178914648,2,False,False,0.6698,0.7120,0.7141,0.9020,0.8924,0.8914,240.6036,240.6036,240.6036,16.0000,16.0000,16.0000
7,103,1,0.44,768,0.0030121305183748843,3,False,False,0.7208,0.7615,0.7639,0.8988,0.8888,0.8875,223.9075,223.9075,223.9075,16.0000,16.0000,16.0000
8,203,4,0.05,768,0.003634149117781824,3,False,False,0.7437,0.7825,0.7870,0.8983,0.8894,0.8860,214.3862,214.3862,214.3862,16.0000,16.0000,16.0000
9,150,4,0.02,768,0.004384617376208487,3,False,False,0.8249,0.8606,0.8658,0.8875,0.8795,0.8747,194.3468,194.3468,194.3468,16.0000,16.0000,16.0000
10,72,3,0.23,768,0.005290060730222237,4,False,False,0.9502,0.9811,0.9871,0.8660,0.8597,0.8552,169.8496,169.8496,169.8496,16.0000,16.0000,16.0000
