run,hidden_size,nlayers,dropout,embedding_size,alpha,max_rank,shuffle_labels,shuffle_input,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_norm,dev_norm,test_norm,train_rank,dev_rank,test_rank
0,776,0,0.15,768,0.0,1,False,False,0.8556,0.9151,0.9111,0.8279,0.8123,0.8115,427.1198,427.1198,427.1198,16.0000,16.0000,16.0000
1,433,2,0.27,768,0.0009765625,1,False,False,1.0866,1.1300,1.1349,0.8020,0.7872,0.7863,266.0550,266.0550,266.0550,16.0000,16.0000,16.0000
2,310,5,0.5,768,0.0011782270808598852,1,False,False,1.3963,1.4263,1.4362,0.7602,0.7483,0.7428,188.6873,188.6873,188.6873,16.0000,16.0000,16.0000
3,300,1,0.44,768,0.001421536311369323,1,False,False,1.3480,1.3792,1.3887,0.7694,0.7581,0.7522,194.2366,194.2366,194.2366,16.0000,16.0000,16.0000
4,1009,2,0.1,768,0.0017150900003645502,2,False,False,1.0333,1.0790,1.0835,0.8133,0.7995,0.7968,270.4677,270.4677,270.4677,16.0000,16.0000,16.0000
5,657,3,0.5,768,0.0020692638561704995,2,False,False,1.5165,1.5411,1.5519,0.7460,0.7352,0.7291,160.0951,160.0951,160.0951,16.0000,16.0000,16.0000
6,455,2,0.49,768,0.0024965762178914648,2,False,False,1.5470,1.5699,1.5809,0.7410,0.7310,0.7245,152.9322,152.9322,152.9322,16.0000,16.0000,16.0000
7,103,1,0.44,768,0.0030121305183748843,3,False,False,1.5356,1.5577,1.5687,0.7423,0.7348,0.7261,151.5344,151.5344,151.5344,16.0000,16.0000,16.0000
8,203,4,0.05,768,0.003634149117781824,3,False,False,1.2496,1.2815,1.2886,0.7817,0.7728,0.7667,197.7149,197.7149,197.7149,16.0000,16.0000,16.0000
9,150,4,0.02,768,0.004384617376208487,3,False,False,1.3385,1.3646,1.3736,0.7690,0.7613,0.7541,176.6478,176.6478,176.6478,16.0000,16.0000,16.0000
10,72,3,0.23,768,0.005290060730222237,4,False,False,1.6009,1.6145,1.6284,0.7323,0.7278,0.7177,132.2419,132.2419,132.2419,16.0000,16.0000,16.0000
11,467,3,0.31,768,0.006382482239223045,4,False,False,1.7940,1.8017,1.8163,0.6943,0.6897,0.6816,107.1703,107.1703,107.1703,16.0000,16.0000,16.0000
12,377,0,0.37,768,0.007700493739376462,4,False,False,1.9693,1.9732,1.9872,0.6600,0.6554,0.6496,88.0314,88.0314,88.0314,16.0000,16.0000,16.0000
13,436,2,0.25,768,0.009290680585958758,5,False,False,2.0344,2.0378,2.0501,0.6435,0.6372,0.6325,80.7449,80.7449,80.7449,16.0000,16.0000,16.0000
14,382,2,0.41000000000000003,768,0.011209248221179687,5,False,False,2.3208,2.3209,2.3325,0.6024,0.5919,0.5863,58.0161,58.0161,58.0161,16.0000,16.0000,16.0000
15,326,3,0.09,768,0.013524008765720979,5,False,False,2.3240,2.3290,2.3393,0.5933,0.5816,0.5775,56.5172,56.5172,56.5172,16.0000,16.0000,16.0000
16,326,2,0.02,768,0.01631677785042834,6,False,False,2.4920,2.4953,2.5066,0.5572,0.5421,0.5373,45.4982,45.4982,45.4982,16.0000,16.0000,16.0000
17,247,2,0.15,768,0.01968626640460739,6,False,False,2.7557,2.7547,2.7681,0.5048,0.4937,0.4866,31.3846,31.3846,31.3846,16.0000,16.0000,16.0000
18,179,1,0.01,768,0.02375156961170491,6,False,False,2.9207,2.9158,2.9308,0.4599,0.4505,0.4426,23.8703,23.8703,23.8703,16.0000,16.0000,16.0000
19,137,5,0.3,768,0.028656376350145975,7,False,False,3.2093,3.1988,3.2155,0.3492,0.3435,0.3382,13.1751,13.1751,13.1751,16.0000,16.0000,16.0000
20,786,2,0.24,768,0.03457404790277603,7,False,False,3.3470,3.3367,3.3536,0.2868,0.2859,0.2823,8.9404,8.9404,8.9404,16.0000,16.0000,16.0000
21,410,1,0.49,768,0.04171374544281356,7,False,False,3.5175,3.5115,3.5269,0.2284,0.2260,0.2219,4.6500,4.6500,4.6500,16.0000,16.0000,16.0000
22,388,0,0.48,768,0.050327822873414196,8,False,False,3.5912,3.5867,3.6010,0.1705,0.1677,0.1654,3.0482,3.0482,3.0482,15.0000,15.0000,15.0000
23,38,2,0.4,768,0.06072074632210035,8,False,False,3.6554,3.6526,3.6645,0.1705,0.1677,0.1654,1.9649,1.9649,1.9649,16.0000,16.0000,16.0000
24,467,2,0.11,768,0.07325985555120318,8,False,False,3.6736,3.6717,3.6826,0.1705,0.1677,0.1654,1.7563,1.7563,1.7563,15.0000,15.0000,15.0000
25,176,4,0.05,768,0.08838834764831845,9,False,False,3.6728,3.6710,3.6818,0.1705,0.1677,0.1654,1.7210,1.7210,1.7210,16.0000,16.0000,16.0000
26,57,4,0.0,768,0.10664094190766783,9,False,False,3.6899,3.6888,3.6986,0.1705,0.1677,0.1654,1.5500,1.5500,1.5500,16.0000,16.0000,16.0000
27,968,3,0.22,768,0.12866277958043645,9,False,False,3.7264,3.7261,3.7342,0.1705,0.1677,0.1654,1.2595,1.2595,1.2595,15.0000,15.0000,15.0000
28,268,4,0.37,768,0.15523222650918542,10,False,False,3.7517,3.7518,3.7589,0.1705,0.1677,0.1654,1.0881,1.0881,1.0881,15.0000,15.0000,15.0000
29,270,0,0.04,768,0.18728838460958516,10,False,False,3.7894,3.7898,3.7954,0.1705,0.1677,0.1654,0.8725,0.8725,0.8725,15.0000,15.0000,15.0000
